ID,Path,Title,StoryURL,Author,AuthorURL,Series,SeriesURL,Category,Genre,Characters,Relationships,Language,LanguageID,Status,Published,Updated,Rating,Warnings,Chapters,Words,Publisher,Summary
2168526,/archiveofourown/freudianslip13/2168526_Downfall.epub,Downfall,http://archiveofourown.org/works/2168526,freudianslip13,https://archiveofourown.org/users/freudianslip13/pseuds/freudianslip13,,,Frozen (2013),F/F,"Elsa (Frozen), Anna (Frozen)",Anna/Elsa (Frozen),English,en,Completed,2014-08-20,2014-08-20,Mature,Creator Choose Not To Use Archive Warnings,1,2840,archiveofourown.org,"Anna wakes up in rehab after a difficult night. One-shot, Modern AU, Elsanna Incest. M for language, reference to drug and alcohol use, suicide, self-harm. Also depression and use of physical force (it’s pretty dark)."
1130995,/archiveofourown/RainyDumplings/1130995_PoisonousQueen.epub,Poisonous Queen,http://archiveofourown.org/works/1130995,RainyDumplings,https://archiveofourown.org/users/RainyDumplings/pseuds/RainyDumplings,,,Frozen (2013),F/F,"Elsa (Frozen), Anna (Frozen)",Anna & Elsa (Frozen),English,en,In-Progress,2014-01-11,2014-01-11,Teen And Up Audiences,Creator Choose Not To Use Archive Warnings,2,3726,archiveofourown.org,"""My life has been nothing but lies..."" she inhaled sharply. Everything finally beginning to register; tears threatening to form. ""Goodbye, Elsa..."" AU Victorian Verse Elsa and Anna. Multi-chaptered; Femslash; Elsanna."
1522892,/archiveofourown/ohhaiperson/1522892_RoleModel.epub,Role Model,http://archiveofourown.org/works/1522892,ohhaiperson,https://archiveofourown.org/users/ohhaiperson/pseuds/ohhaiperson,,,Frozen (2013),"Gen, Arendelle, Fluff, Elsanna Week","Anna (Frozen), Elsa (Frozen)",Anna & Elsa (Frozen),English,en,Completed,2014-04-25,2014-04-25,General Audiences,Creator Choose Not To Use Archive Warnings,1,504,archiveofourown.org,"After the Great Thaw, as Elsa and Anna are bonding on the ice, the two see a little girl acting a lot like Anna..."
1860858,/archiveofourown/ohhaiperson/1860858_AHintofJealousy.epub,A Hint of Jealousy,http://archiveofourown.org/works/1860858,ohhaiperson,https://archiveofourown.org/users/ohhaiperson/pseuds/ohhaiperson,,,Frozen (2013),"F/F, Gen, Jealousy","Elsa (Frozen), Anna (Frozen)","Anna/Elsa (Frozen), Anna & Elsa (Frozen)",English,en,Completed,2014-06-28,2014-06-28,General Audiences,Creator Choose Not To Use Archive Warnings,1,803,archiveofourown.org,Jealous Elsa thinks Anna and Kristoff are dating and just wants to spend time with her sister.
1824664,/archiveofourown/ohhaiperson/1824664_BornWithTheCurse.epub,Born With The Curse,http://archiveofourown.org/works/1824664,ohhaiperson,https://archiveofourown.org/users/ohhaiperson/pseuds/ohhaiperson,,,Frozen (2013),"F/F, elsanna babies, too lazy to tag sorry","Anna (Frozen), Elsa (Frozen), Kristoff (Frozen), Pabbie (Frozen)","Anna/Elsa (Frozen), Anna & Elsa (Frozen)",English,en,Completed,2014-06-21,2014-06-21,Teen And Up Audiences,Creator Choose Not To Use Archive Warnings,1,912,archiveofourown.org,"Elsa has somehow managed to get Anna pregnant with her child, and this child is slowly freezing Anna from the inside. Still with the dangers, Anna chooses to keep the child while Elsa continues to see it as a curse, as a part of her curse."
1268524,/archiveofourown/ohhaiperson/1268524_Chat.epub,Chat,http://archiveofourown.org/works/1268524,ohhaiperson,https://archiveofourown.org/users/ohhaiperson/pseuds/ohhaiperson,,,Frozen (2013),"F/F, Fluff","Elsa (Frozen), Anna (Frozen)","Anna & Elsa (Frozen), Anna/Elsa (Frozen)",English,en,Completed,2014-03-04,2014-03-04,Teen And Up Audiences,Creator Choose Not To Use Archive Warnings,1,410,archiveofourown.org,
1412104,/archiveofourown/Ireena/1412104_GirlfriendsattheBeach.epub,Girlfriends at the Beach,http://archiveofourown.org/works/1412104,Ireena,https://archiveofourown.org/users/Ireena/pseuds/Ireena,,,Frozen (2013),"F/F, Sisters in Love","Elsa (Frozen), Anna (Frozen)","Elsanna, Anna & Elsa (Frozen), ♥ - Relationship",English,en,Completed,2014-04-04,2014-05-03,Teen And Up Audiences,Creator Choose Not To Use Archive Warnings,3,3619,archiveofourown.org,"Finally done with paperwork for the modern kingdom of Arendelle, Elsa and Anna can finally go on their long awaited vacation."
1599659,/archiveofourown/ciceu/1599659_HappinessLiesInYourOwnHand.epub,Happiness Lies In Your Own Hand,http://archiveofourown.org/works/1599659,ciceu,https://archiveofourown.org/users/ciceu/pseuds/ciceu,,,Frozen (2013),"F/F, Alternate Universe - Modern Setting, Closeted Character","Anna (Frozen), Elsa (Frozen)","Anna/Elsa (Frozen), Anna & Elsa (Frozen)",English,en,Completed,2014-05-11,2014-05-11,General Audiences,No Archive Warnings Apply,1,1071,archiveofourown.org,She’s not sure how much more she can take of this.
1130518,/archiveofourown/TearsOfTheSnowPrincess/1130518_MidnightandMorn.epub,Midnight and Morn,http://archiveofourown.org/works/1130518,TearsOfTheSnowPrincess,https://archiveofourown.org/users/TearsOfTheSnowPrincess/pseuds/TearsOfTheSnowPrincess,,,Frozen (2013),"F/F, Sibling Incest, Work In Progress","Elsa (Frozen), Anna (Frozen)",Anna & Elsa (Frozen),English,en,In-Progress,2014-01-11,2014-01-11,Mature,No Archive Warnings Apply,1,2721,archiveofourown.org,"After Anna finds the courage to admit her romantic feelings toward her sister, Elsa realizes she shares these feelings. The two attempt to deal with their feelings, whilst simultaneously maintaining secrecy. Cold memories resurface and Elsa returns to her old safeguard of ""conceal, don't feel"", shutting Anna and the rest of the world out. Rated M for later chapters/incest."
1238323,/archiveofourown/ohhaiperson/1238323_MusicBound.epub,Music Bound,http://archiveofourown.org/works/1238323,ohhaiperson,https://archiveofourown.org/users/ohhaiperson/pseuds/ohhaiperson,,,Frozen (2013),"F/F, Fluff, Sibling Incest","Elsa (Frozen), Anna (Frozen)","Anna & Elsa (Frozen), Anna/Elsa (Frozen)",English,en,Completed,2014-02-28,2014-02-28,Teen And Up Audiences,Creator Choose Not To Use Archive Warnings,1,733,archiveofourown.org,"Anna is casually walking through the halls and past Elsa's room, and she overhears Elsa belting out a song. Anna's just blown away with Elsa's voice, and tries to tell her, but Elsa gets all embarrassed."
1346596,/archiveofourown/flibbertygibbett/1346596_NotQuiteHappilyEverAfter.epub,Not Quite Happily Ever After,http://archiveofourown.org/works/1346596,flibbertygibbett,https://archiveofourown.org/users/flibbertygibbett/pseuds/flibbertygibbett,,,Frozen (2013),"F/F, Sibling Incest","Elsa (Frozen), Anna (Frozen), King of Arendelle, Queen of Arendelle, Kristoff (Frozen), Hans (Frozen)","Anna/Elsa (Frozen), Anna & Elsa (Frozen)",English,en,In-Progress,2014-03-21,2014-03-22,Teen And Up Audiences,Creator Choose Not To Use Archive Warnings,2,1520,archiveofourown.org,"This happily ever after business was just ridiculous, Anna thought. After all, there were bound to be days when there was no chocolate."
1112903,/archiveofourown/kaiserklee/1112903_OhMyGodMagic.epub,"Oh My God, Magic",http://archiveofourown.org/works/1112903,kaiserklee,https://archiveofourown.org/users/kaiserklee/pseuds/kaiserklee,,,Frozen (2013),"Gen, Post-Movie(s), Sibling Bonding, Pranks","Anna (Frozen), Elsa (Frozen), Kristoff (Frozen)",Anna & Elsa (Frozen),English,en,Completed,2014-01-01,2014-01-01,Teen And Up Audiences,No Archive Warnings Apply,1,2085,archiveofourown.org,"""I, Princess Anna of Arendelle,"" Anna said, puffing up and putting on her best voice of royal importance, ""Queen Elsa's little sister, am going to show you my magic."" (In which Anna tries to discover her non-existent hidden talent, Kristoff is very creepily enamored by ice, and Elsa is just laughing like mad.)"
1184567,/archiveofourown/ohhaiperson/1184567_OneHour.epub,One Hour,http://archiveofourown.org/works/1184567,ohhaiperson,https://archiveofourown.org/users/ohhaiperson/pseuds/ohhaiperson,,,Frozen (2013),"F/F, Cuddles!, Fluff, Sibling Love, Sibling Incest","Anna (Frozen), Elsa (Frozen)","Anna & Elsa (Frozen), Anna/Elsa (Frozen)",English,en,Completed,2014-02-14,2014-02-14,Teen And Up Audiences,Creator Choose Not To Use Archive Warnings,1,661,archiveofourown.org,All she wanted was one hour. Just one simple hour to rest. The staff was kind enough to fulfill that request. The foreign dignitaries agreed to her terms as long as she scheduled another meeting later. Even Olaf agreed. She haven’t seen the snowman all day. But there’s always that one person.
2052441,/archiveofourown/ohhaiperson/2052441_PieceofYourHistory.epub,Piece of Your History,http://archiveofourown.org/works/2052441,ohhaiperson,https://archiveofourown.org/users/ohhaiperson/pseuds/ohhaiperson,,,Frozen (2013),"F/F, Gen, Elsanna - Freeform, Storytelling","Elsa (Frozen), Anna (Frozen), Olaf (Frozen)","Anna/Elsa (Frozen), Anna & Elsa (Frozen)",English,en,Completed,2014-07-31,2014-07-31,General Audiences,No Archive Warnings Apply,1,670,archiveofourown.org,{Quick Idea that popped into my head based off a song quote}<br />Elsa & Anna's son retelling the story of his mothers's adventure. Post movie events
1674824,/archiveofourown/EvilRegalsDamsel/1674824_Shhitsasecret.epub,"Shh, it's a secret",http://archiveofourown.org/works/1674824,EvilRegalsDamsel,https://archiveofourown.org/users/EvilRegalsDamsel/pseuds/EvilRegalsDamsel,,,Frozen (2013),"F/F, Elsanna - Freeform, Arencest, Incest","Elsa (Frozen), Anna (Frozen)","Anna/Elsa (Frozen), Anna & Elsa (Frozen)",English,en,Completed,2014-05-22,2014-05-22,General Audiences,Creator Choose Not To Use Archive Warnings,1,641,archiveofourown.org,"Oh no, another Arencest one-shot."
1082147,/archiveofourown/Chlowo/1082147_SisterlyLove.epub,Sisterly Love,http://archiveofourown.org/works/1082147,Chlowo,https://archiveofourown.org/users/Chlowo/pseuds/Chlowo,,,Frozen (2013),F/F,"Elsa (Frozen), Anna (Frozen)","Anna & Elsa (Frozen), Elsanna, Elsa & Anna",English,en,In-Progress,2013-12-14,2013-12-14,Explicit,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",1,754,archiveofourown.org,"Anna finds some novels of questionable content in Elsa's room. At first she's confused, but she soon decides to help her sister live her fantasies..."
1319221,/archiveofourown/ohhaiperson/1319221_TheDress.epub,The Dress,http://archiveofourown.org/works/1319221,ohhaiperson,https://archiveofourown.org/users/ohhaiperson/pseuds/ohhaiperson,,,Frozen (2013),F/F,"Elsa (Frozen), Anna (Frozen), Kristoff (Frozen)","Anna & Elsa (Frozen), Anna/Elsa (Frozen)",English,en,Completed,2014-03-15,2014-03-15,Teen And Up Audiences,Creator Choose Not To Use Archive Warnings,1,564,archiveofourown.org,
1138852,/archiveofourown/ohhaiperson/1138852_TickleWarRound1.epub,Tickle War - Round 1,http://archiveofourown.org/works/1138852,ohhaiperson,https://archiveofourown.org/users/ohhaiperson/pseuds/ohhaiperson,Tickle War [1],http://archiveofourown.org/series/68849,Frozen (2013),"F/F, Fluff","Anna (Frozen), Elsa (Frozen)",Anna/Elsa (Frozen),English,en,Completed,2014-01-16,2014-01-16,Teen And Up Audiences,Creator Choose Not To Use Archive Warnings,1,597,archiveofourown.org,"Elsa was always a light sleeper. Ever since she was young, she would wake up at the slightest sound. She never really put thought of why, until after she promised Anna to leave the door opened just for her, which basically explained everything."
1146759,/archiveofourown/ohhaiperson/1146759_TickleWarRound2.epub,Tickle War - Round 2,http://archiveofourown.org/works/1146759,ohhaiperson,https://archiveofourown.org/users/ohhaiperson/pseuds/ohhaiperson,Tickle War [2],http://archiveofourown.org/series/68849,Frozen (2013),"F/F, Sibling Incest, Fluff","Elsa (Frozen), Anna (Frozen)",Anna/Elsa (Frozen),English,en,Completed,2014-01-21,2014-01-21,Teen And Up Audiences,Creator Choose Not To Use Archive Warnings,1,738,archiveofourown.org,"The Queen is swimming in paperwork, but she's also trying to defend herself. You can only do each task one at a time."
1152490,/archiveofourown/ohhaiperson/1152490_TickleWarRound3.epub,Tickle War - Round 3,http://archiveofourown.org/works/1152490,ohhaiperson,https://archiveofourown.org/users/ohhaiperson/pseuds/ohhaiperson,Tickle War [3],http://archiveofourown.org/series/68849,Frozen (2013),"F/F, Fluff","Elsa (Frozen), Anna (Frozen), Olaf (Frozen)",Anna/Elsa (Frozen),English,en,Completed,2014-01-25,2014-01-25,Teen And Up Audiences,Creator Choose Not To Use Archive Warnings,1,897,archiveofourown.org,
1418236,/archiveofourown/ohhaiperson/1418236_TickleWarRound4.epub,Tickle War - Round 4,http://archiveofourown.org/works/1418236,ohhaiperson,https://archiveofourown.org/users/ohhaiperson/pseuds/ohhaiperson,Tickle War [4],http://archiveofourown.org/series/68849,Frozen (2013),"Gen, F/F, Tickling, Fluff","Elsa (Frozen), Anna (Frozen), Olaf (Frozen), Pabbie (Frozen), Trolls (Frozen)","Anna & Elsa (Frozen), Anna/Elsa (Frozen)",English,en,Completed,2014-04-05,2014-04-05,Teen And Up Audiences,Creator Choose Not To Use Archive Warnings,1,510,archiveofourown.org,
1659245,/archiveofourown/ohhaiperson/1659245_TickleWarRound5.epub,Tickle War - Round 5,http://archiveofourown.org/works/1659245,ohhaiperson,https://archiveofourown.org/users/ohhaiperson/pseuds/ohhaiperson,Tickle War [5],http://archiveofourown.org/series/68849,Frozen (2013),"Gen, Fluff, Tickling, Tickle Fights","Elsa (Frozen), Anna (Frozen), Queen of Arendelle","Anna/Elsa (Frozen), Anna & Elsa (Frozen)",English,en,Completed,2014-05-19,2014-05-19,General Audiences,Creator Choose Not To Use Archive Warnings,1,395,archiveofourown.org,
1323811,/archiveofourown/ohhaiperson/1323811_Twins.epub,Twins,http://archiveofourown.org/works/1323811,ohhaiperson,https://archiveofourown.org/users/ohhaiperson/pseuds/ohhaiperson,,,Frozen (2013),"F/F, elsanna kids","Elsa (Frozen), Anna (Frozen)","Anna & Elsa (Frozen), Anna/Elsa (Frozen)",English,en,Completed,2014-03-16,2014-03-16,Teen And Up Audiences,Creator Choose Not To Use Archive Warnings,1,293,archiveofourown.org,Elsanna's adorable little twins!
37534741,/archiveofourown/1993wolf/37534741_BesideYou.epub,Beside You,https://archiveofourown.org/works/37534741,1993wolf,https://archiveofourown.org/users/1993wolf/pseuds/1993wolf,【With You】 [3],https://archiveofourown.org/series/2692684,Frozen (Disney Movies),"Angst with a Happy Ending, F/F, Have other Video Game Character, Lite Hurt","Anna (Disney), Elsa (Disney)",Anna/Elsa (Disney),中文-普通话 國語,zh,Completed,2022-03-05,2022-03-26,Explicit,"Creator Chose Not To Use Archive Warnings, Major Character Death",5,30045,archiveofourown.org,該做出多少努力，才能擁有所謂的幸福呢?
36181057,/archiveofourown/1993wolf/36181057_ValentinesDay.epub,Valentine's Day,https://archiveofourown.org/works/36181057,1993wolf,https://archiveofourown.org/users/1993wolf/pseuds/1993wolf,【With You】 [1],https://archiveofourown.org/series/2692684,Frozen (Disney Movies),"Angst with a Happy Ending, F/F, Have other Video Game Character, Lite Hurt, Valentine's Day, lite angst","Anna (Disney), Elsa (Disney), Kristoff (Disney), Olaf (Disney), Sven (Disney: Frozen)",Anna/Elsa (Disney),中文-普通话 國語,zh,Completed,2022-01-03,2022-01-03,Teen And Up Audiences,Creator Chose Not To Use Archive Warnings,5,22240,archiveofourown.org,A happy Valentine's Day?
36612052,/archiveofourown/1993wolf/36612052_WithYou.epub,With You,https://archiveofourown.org/works/36612052,1993wolf,https://archiveofourown.org/users/1993wolf/pseuds/1993wolf,【With You】 [2],https://archiveofourown.org/series/2692684,Frozen (Disney Movies),"Angst with a Happy Ending, F/F, Have other Video Game Character, Lite Hurt, lite angst","Anna (Disney), Elsa (Disney), Gerda (Disney: Frozen), Kai (Disney: Frozen), Kristoff (Disney), Olaf (Disney), Sven (Disney: Frozen)",Anna/Elsa (Disney),中文-普通话 國語,zh,Completed,2022-01-23,2022-02-02,Mature,No Archive Warnings Apply,10,85496,archiveofourown.org,在那個美好的情人節過完後，彼此該如何面對心中的情感呢?
35636497,/archiveofourown/1judy2michael3/35636497_ABookaPicnic.epub,A Book & a Picnic,https://archiveofourown.org/works/35636497,1judy2michael3,https://archiveofourown.org/users/1judy2michael3/pseuds/1judy2michael3,,,Frozen (Disney Movies),"Cunnilingus, F/F, Fluff, Sibling Incest, Sister-Sister Relationship, Sister/Sister Incest, Teasing, Vaginal Fingering","Anna (Disney), Elsa (Disney)","Anna & Elsa (Disney), Anna/Elsa (Disney)",English,en,Completed,2021-12-11,2022-01-03,Explicit,"Creator Chose Not To Use Archive Warnings, No Archive Warnings Apply",6,29792,archiveofourown.org,"When Queen Elsa schedules some well-deserved time off, the day is completely spent with Anna. What she didn't expect was for her younger sister to drop increasingly suggestive hints as the day progresses. It quickly escalates even further after Elsa admits to a titillating fact that Anna finds very interesting. This results in a pivotal moment at a picnic that will change how the sisters view each other forever..."
24847684,/archiveofourown/1judy2michael3/24847684_CoronationDay.epub,Coronation Day,https://archiveofourown.org/works/24847684,1judy2michael3,https://archiveofourown.org/users/1judy2michael3/pseuds/1judy2michael3,,,Frozen (Disney Movies),"Cunnilingus, Dubious Consent, F/F, Incest, Mildly Dubious Consent, Sibling Incest, Sister-Sister Relationship, Sister/Sister Incest, Vaginal Fingering","Anna (Disney), Elsa (Disney), Kai (Disney: Frozen), Kristoff (Disney), Sven (Disney: Frozen)","Anna & Elsa (Disney), Anna/Elsa (Disney)",English,en,Completed,2020-06-21,2020-06-21,Explicit,No Archive Warnings Apply,1,8127,archiveofourown.org,"[Elsanna] Today is Elsa's coronation day! It's also the perfect opportunity for Anna to pounce on her sister and interrogate her why she shut her out for so long. However, some hidden feelings make Anna take things a little bit too far. [Oneshot]"
27173845,/archiveofourown/1judy2michael3/27173845_RibbonandSatin.epub,Ribbon and Satin,https://archiveofourown.org/works/27173845,1judy2michael3,https://archiveofourown.org/users/1judy2michael3/pseuds/1judy2michael3,,,Frozen (Disney Movies),"Cunnilingus, Extremely Dubious Consent, F/F, Gags, Incest, Light Bondage, Non-Consensual Bondage, Sibling Incest, Sister-Sister Relationship, Sister/Sister Incest, Vaginal Fingering","Anna (Disney), Elsa (Disney)","Anna & Elsa (Disney), Anna/Elsa (Disney)",English,en,Completed,2020-10-24,2020-10-24,Explicit,Creator Chose Not To Use Archive Warnings,1,9463,archiveofourown.org,"[Elsanna] If Anna never took any gloves, how differently would the coronation party have turned out? Gloves on Elsa means no magic revealed. With no reason to escape the kingdom, Elsa instead chooses to run to her bedroom, but Anna has other plans for her."
34701073,/archiveofourown/1Scrxws1/34701073_Irrational.epub,Irrational,https://archiveofourown.org/works/34701073,1Scrxws1,https://archiveofourown.org/users/1Scrxws1/pseuds/1Scrxws1,,,Frozen (Disney Movies),"Anna and Elsa are Not Related (Disney), Anna is Older Than Elsa (Disney), Crimes & Criminals, Eventual Smut, F/F, Gambling, Other Additional Tags to Be Added, Slow Burn, The Author Regrets Nothing, no beta we die like men","Anna (Disney), Elsa (Disney), Eugene Fitzherbert | Flynn Rider, Kristoff (Disney), Rapunzel (Disney)",Anna/Elsa (Disney),English,en,In-Progress,2021-10-24,2021-11-01,Mature,Creator Chose Not To Use Archive Warnings,2,2690,archiveofourown.org,"Anna is just a single woman, trying to live her life without her piece of shit ex. But what happens when she comes across a kid with a rock in a hard place?"
31110920,/archiveofourown/1Scrxws1/31110920_Perhapsthiswasabittoomuch.epub,"Perhaps, this was a bit too much",https://archiveofourown.org/works/31110920,1Scrxws1,https://archiveofourown.org/users/1Scrxws1/pseuds/1Scrxws1,,,Frozen (Disney Movies),"Alternate Universe - Modern Setting, F/F, Jealousy, Mental Instability, Psychological Trauma, Unrelated Anna/Elsa (Disney)","Eugene Fitzherbert | Flynn Rider, Kristoff (Disney), Megara (Disney), Tiana (Disney)",Anna/Elsa (Disney),English,en,In-Progress,2021-05-05,2021-08-25,Mature,Creator Chose Not To Use Archive Warnings,8,9855,archiveofourown.org,Everybody fools around now and then..but what if you fooled with the wrong person?Then you somehow fall in love with them?
30016572,/archiveofourown/1Scrxws1/30016572_Wasitenough.epub,Was it enough?,https://archiveofourown.org/works/30016572,1Scrxws1,https://archiveofourown.org/users/1Scrxws1/pseuds/1Scrxws1,Your First and my Last. [1],https://archiveofourown.org/series/2222748,Frozen (Disney Movies),"Angst, Anna and Elsa are Not Related (Disney), Cheating, Elsa and Anna are not Endgame, F/F, First Love, Jealousy, My First Fanfic, Sad with a Happy Ending, Slow Burn, Unrelated Anna/Elsa (Disney), i think","Anna (Disney), Ariel (Disney), Elsa (Disney), Kristoff (Disney), Rapunzel (Disney)","Anna/Elsa (Disney), Anna/Kristoff (Disney), Ariel/Elsa (Disney)",English,en,Completed,2021-03-13,2021-03-21,Mature,No Archive Warnings Apply,21,25131,archiveofourown.org,"Elsa thinks she's on top of the world, that is, until Anna breaks her heart. Now regretting it, Anna has to make a choice. Let Elsa hate her forever or get her back? A rollercoaster of feelings and actions follow."
20589566,/archiveofourown/1Syphira/20589566_TheQueensConsort.epub,The Queen's Consort,https://archiveofourown.org/works/20589566,1Syphira,https://archiveofourown.org/users/1Syphira/pseuds/1Syphira,,,elsanna - Fandom,"Alternate Universe - Fairy Tale, Alternate Universe - Frozen (Disney Movies) Fusion, Drama & Romance, F/F, Lesbian Sex, Smut, lesbian smut, not sisters, romantic smut","Anna (Disney), Elsa (Disney), Frozen (2013) Characters, Maleficent (Disney), Rapunzel (Disney)",Anna/Elsa (Disney),English,en,In-Progress,2019-09-10,2020-06-03,Explicit,No Archive Warnings Apply,16,32473,archiveofourown.org,"Elsa, the Queen of Winter, is the embodiment of confidence and control, and her life is seemingly perfect. But when the Faerie Queen Maleficent appears, warning the Faerie Queens of danger on the horizon, Elsa's life is suddenly turned upside down. Heavily AU, fantasy, a lot of mixing Disney tales, and Elsanna smut (NOT sisters though)."
30913418,/archiveofourown/2012O_O/30913418_侧耳倾听.epub,侧耳倾听,https://archiveofourown.org/works/30913418,2012O_O,https://archiveofourown.org/users/2012O_O/pseuds/2012O_O,,,Frozen (Disney Movies),F/F,"Anna (Disney), Elsa (Disney), Hans (Disney), Kristoff (Disney), Rapunzel","Anna & Elsa (Disney), Anna/Elsa (Disney)",中文-普通话 國語,zh,In-Progress,2021-04-26,2022-01-29,Mature,No Archive Warnings Apply,4,16571,archiveofourown.org,尽管是一个好学生，但Anna一点也不喜欢法语课。可当一个美丽的新代课老师到来后，everything changes.......这是一篇翻译文，原文名为The Language Of Love，作者为Walard。ao3链接：https://ao3cat.xyz/works/15942530ff链接：https://www.fanfiction.net/s/13060654/1/The-Language-of-Love
30693008,/archiveofourown/2012O_O/30693008_潜伏.epub,潜伏,https://archiveofourown.org/works/30693008,2012O_O,https://archiveofourown.org/users/2012O_O/pseuds/2012O_O,,,Frozen (Disney Movies),F/F,"Anna (Disney), Elsa (Disney), Hans（D, Kristoff (Disney)",Anna/Elsa (Disney),中文-普通话 國語,zh,In-Progress,2021-04-15,2022-01-11,Mature,No Archive Warnings Apply,8,34578,archiveofourown.org,这是一篇翻译文，原作者是iamrotting，原文名为In The Night，网址在这里https://m.fanfiction.net/s/11691722/1/In-the-Night
36740785,/archiveofourown/2012O_O/36740785_融心.epub,融心,https://archiveofourown.org/works/36740785,2012O_O,https://archiveofourown.org/users/2012O_O/pseuds/2012O_O,,,Frozen (Disney Movies),F/F,"Anna (Disney), Elsa (Disney)","Anna & Elsa (Disney), Anna/Elsa (Disney)",中文-普通话 國語,zh,In-Progress,2022-01-29,2022-01-29,Mature,Creator Chose Not To Use Archive Warnings,1,1887,archiveofourown.org,当初在lofter上看到了这一篇的翻译，不由心驰神往，译者翻译的太好了。很可惜没有翻完。我当时太忙了没空翻译，现在我将以每周一到两次的频率更新翻译。虽然现在凹3上面有人合作翻译到了四五十章，但我认为不同的人翻译出来的文字味道是不一样的。加油吧！
3286340,/archiveofourown/2d66/3286340_MaskofIce.epub,Mask of Ice,http://archiveofourown.org/works/3286340,2d66,http://archiveofourown.org/users/2d66/pseuds/2d66,,,Frozen (2013),"Action/Adventure, F/F, Romance","Anna (Frozen), Elsa (Frozen), Hans (Frozen), Kristoff (Frozen), Olaf (Frozen)","Anna & Elsa (Frozen), Anna/Elsa (Frozen)",English,en,In-Progress,2015-02-04,2015-02-04,Mature,Creator Chose Not To Use Archive Warnings,2,4650,archiveofourown.org,Anna is a young princess who thinks she knows what love is until fate brought her to the mysterious and beautiful recluse living on the North Mountain. Soon she is enraptured in a love that might be the only thing that can save Elsa from her scarred past. AU; not incest but most definitely Elsanna.
3833977,/archiveofourown/4mation/3833977_7DaysofWinter.epub,7 Days of Winter,https://archiveofourown.org/works/3833977,4mation,https://archiveofourown.org/users/4mation/pseuds/4mation,,,Frozen (2013),"Alternate Universe, Alternate Universe - Pirate, Elsanna Week, F/F","Anna (Frozen), Elsa (Frozen), Eugene Fitzherbert | Flynn Rider","Anna/Elsa (Frozen), Elsa & Hans (Frozen)",English,en,In-Progress,2015-04-27,2015-08-05,Mature,No Archive Warnings Apply,2,8758,archiveofourown.org,Seven days. Seven universes. Seven scenarios.One week. One couple. One true pairing.
3282575,/archiveofourown/4mation/3282575_ACaseofIdentity.epub,A Case of Identity,http://archiveofourown.org/works/3282575,4mation,http://archiveofourown.org/users/4mation/pseuds/4mation,,,"Fables, Frozen (2013), Sherlock (TV)","Adventure, Crime, F/F, F/M, Mystery, crossover-ish","Anna (Frozen), Elsa (Frozen), Gerda (Frozen), Gretel, Hansel, The Crooked Man",Anna & Elsa (Frozen),English,en,Completed,2015-02-03,2015-02-03,Teen And Up Audiences,Graphic Depictions Of Violence,1,7672,archiveofourown.org,"For others, boredom is a minor inconvenience which is easily and harmlessly dispelled after some mildly entertaining activity. For Elsa Holmes, boredom was often a catalyst for an international incident. (Sherlock!AU)"
3282734,/archiveofourown/4mation/3282734_ASnappyIcePunTitle.epub,A Snappy Ice Pun Title,https://archiveofourown.org/works/3282734,4mation,https://archiveofourown.org/users/4mation/pseuds/4mation,,,Frozen (2013),"Alternate Universe, Angst, Comfort, Drabble, Drabble Collection, F/F, First Meetings, Humor, Humour, Hurt, Lime, Post-Traumatic Stress Disorder - PTSD, Romance, small description of violent images in part 3","Anna (Frozen), Elsa (Frozen)","Anna & Elsa (Frozen), Anna/Elsa (Frozen)",English,en,Completed,2015-02-03,2015-02-03,Mature,"Creator Chose Not To Use Archive Warnings, Graphic Depictions Of Violence",1,1496,archiveofourown.org,"A collection of AU drabbles centring around our favourite blonde-redhead-couple. They range everywhere from humour to hurt to pretty shameless sex, but they do have one thing in common (Elsanna)"
2423243,/archiveofourown/4mation/2423243_Facets.epub,Facets,https://archiveofourown.org/works/2423243,4mation,https://archiveofourown.org/users/4mation/pseuds/4mation,,,Frozen (2013),"Character Study, F/F, Family, Incest, Sibling Incest, Sister/Sister Incest","Anna (Frozen), Elsa (Frozen), Kristoff (Frozen), Olaf (Frozen), Sven (Frozen)","Anna & Kristoff (Frozen), Anna/Elsa (Frozen), Elsa & Kristoff (Frozen)",English,en,Completed,2014-10-08,2014-10-08,Mature,No Archive Warnings Apply,1,2904,archiveofourown.org,Elsa is like a diamond: one whole with many faces.
3427943,/archiveofourown/4mation/3427943_Ragnarök.epub,Ragnarök,https://archiveofourown.org/works/3427943,4mation,https://archiveofourown.org/users/4mation/pseuds/4mation,Goddess of Winter [2],https://archiveofourown.org/series/219473,Frozen (2013),"Cliche, Fairy Tale Elements, Fairy Tale Style, Gen, Major Original Character(s), RPG characters","Original Characters, Original Female Character(s), Original Male Character(s)",Anna/Elsa (Frozen),English,en,In-Progress,2015-02-24,2015-02-24,Teen And Up Audiences,No Archive Warnings Apply,1,3777,archiveofourown.org,"The plan had been simple. Gather the party, begin the quest, end the winter, rescue the princess, slay the witch, save the kingdom. Just another hero in just another fairy tale. (Sequel to Skadi)"
